,accession,hit_id,hit_def,expect,score,positives,gaps
1139,2042,gnl|BL_ORD_ID|2042,"YGL078C DBP3 SGDID:S000003046, Chr VII from 361859-360288, Genome Release 64-3-1, reverse complement, Verified ORF, ""RNA-Dependent ATPase, member of DExD/H-box family; involved in cleavage of site A3 within the ITS1 spacer during rRNA processing; not essential for growth, but deletion causes severe slow-growth phenotype""",9.10688e-71,601.0,218,23
41,3551,gnl|BL_ORD_ID|3551,"YKR059W TIF1 SGDID:S000001767, Chr XI from 554987-556174, Genome Release 64-3-1, Verified ORF, ""Translation initiation factor eIF4A; DEAD-box RNA helicase that couples ATPase activity to mRNA binding and unwinding; ATP hydrolysis accelerates the recruitment of mRNA during 48S preinitiation complex (PIC) assembly; ATPase activity stimulated by either eIF4G1 or by the PIC in an eIF3g and eIFGi subunit-dependent manner, independent of eIF4E and eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) with eIF4E and eIF4G; protein abundance increases in response to DNA replication stress""",1.87046e-73,597.0,205,13
42,2992,gnl|BL_ORD_ID|2992,"YJL138C TIF2 SGDID:S000003674, Chr X from 154691-153504, Genome Release 64-3-1, reverse complement, Verified ORF, ""Translation initiation factor eIF4A; DEAD-box RNA helicase that couples ATPase activity to mRNA binding and unwinding; ATP hydrolysis accelerates the recruitment of mRNA during 48S preinitiation complex (PIC) assembly; ATPase activity stimulated by either eIF4G1 or by the PIC in an eIF3g and eIFGi subunit-dependent manner, independent of eIF4E and eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) with eIF4E and eIF4G; protein abundance increases in response to DNA replication stress""",1.87046e-73,597.0,205,13
754,2044,gnl|BL_ORD_ID|2044,"YGL076C RPL7A SGDID:S000003044, Chr VII from 364964-364335,365526-365433,365996-365986, Genome Release 64-3-1, reverse complement, Verified ORF, ""Ribosomal 60S subunit protein L7A; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; depletion leads to a turnover of pre-rRNA; contains a conserved C-terminal Nucleic acid Binding Domain (NDB2); binds to Domain II of 25S and 5.8S rRNAs; homologous to mammalian ribosomal protein L7 and bacterial L30; RPL7A has a paralog, RPL7B, that arose from the whole genome duplication""",7.02086e-78,595.0,174,8
1140,1154,gnl|BL_ORD_ID|1154,"YDR243C PRP28 SGDID:S000002651, Chr IV from 950284-948518, Genome Release 64-3-1, reverse complement, Verified ORF, ""Pre-mRNA splicing factor; RNA binding protein involved in RNA isomerization at the 5' splice site and for exchange of U6 for U1 snRNA at the 5' splice site; similar to the RNA helicases of the DEAD-box family""",5.36194e-69,593.0,225,14
940,4556,gnl|BL_ORD_ID|4556,"YMR290C HAS1 SGDID:S000004903, Chr XIII from 851591-850074, Genome Release 64-3-1, reverse complement, Verified ORF, ""ATP-dependent RNA helicase; involved in the biogenesis of 40S and 60S ribosome subunits; localizes to both the nuclear periphery and nucleolus; highly enriched in nuclear pore complex fractions; constituent of 66S pre-ribosomal particles""",1.56896e-68,593.0,239,24
519,1154,gnl|BL_ORD_ID|1154,"YDR243C PRP28 SGDID:S000002651, Chr IV from 950284-948518, Genome Release 64-3-1, reverse complement, Verified ORF, ""Pre-mRNA splicing factor; RNA binding protein involved in RNA isomerization at the 5' splice site and for exchange of U6 for U1 snRNA at the 5' splice site; similar to the RNA helicases of the DEAD-box family""",9.09479e-68,590.0,250,36
755,5624,gnl|BL_ORD_ID|5624,"YPL198W RPL7B SGDID:S000006119, Chr XVI from 173152-173162,173572-173665,174073-174702, Genome Release 64-3-1, Verified ORF, ""Ribosomal 60S subunit protein L7B; required for processing of 27SA3 pre-rRNA to 27SB pre-rRNA during assembly of large ribosomal subunit; depletion leads to a turnover of pre-rRNA; contains a conserved C-terminal Nucleic acid Binding Domain (NDB2); binds to Domain II of 25S and 5.8S rRNAs; homologous to mammalian ribosomal protein L7 and bacterial L30; RPL7B has a paralog, RPL7A, that arose from the whole genome duplication""",4.42633e-77,589.0,169,7
1086,2532,gnl|BL_ORD_ID|2532,"YHR065C RRP3 SGDID:S000001107, Chr VIII from 229037-227532, Genome Release 64-3-1, reverse complement, Verified ORF, ""Protein involved in rRNA processing; required for maturation of the 35S primary transcript of pre-rRNA and for cleavage leading to mature 18S rRNA; homologous to eIF-4a, which is a DEAD box RNA-dependent ATPase with helicase activity""",5.11336e-67,588.0,220,24
127,1154,gnl|BL_ORD_ID|1154,"YDR243C PRP28 SGDID:S000002651, Chr IV from 950284-948518, Genome Release 64-3-1, reverse complement, Verified ORF, ""Pre-mRNA splicing factor; RNA binding protein involved in RNA isomerization at the 5' splice site and for exchange of U6 for U1 snRNA at the 5' splice site; similar to the RNA helicases of the DEAD-box family""",1.40098e-68,587.0,250,42
827,5356,gnl|BL_ORD_ID|5356,"YOR204W DED1 SGDID:S000005730, Chr XV from 722911-724725, Genome Release 64-3-1, Verified ORF, ""ATP-dependent DEAD-box RNA helicase with strand-annealing activity; promotes eIF4F-dependent 48S translation preinitiation complex (PIC) assembly, stimulating recruitment of mRNAs with long, structured 5'-UTRs; cooperates with Dbp1p in PIC attachment and scanning; ATPase activity stimulated by mRNA cap-associated factor binding; directly binds eIF4G; role in spliceosomal complex disassembly; mutation in human homolog DBY associated with male infertility; human homolog DDX3X complements the null""",1.84973e-70,587.0,222,29
610,763,gnl|BL_ORD_ID|763,"YDL160C DHH1 SGDID:S000002319, Chr IV from 171930-170410, Genome Release 64-3-1, reverse complement, Verified ORF, ""Cytoplasmic DEAD-box helicase and mRNA decapping activator; interacts with decapping and deadenylase complexes to coordinate mRNA decapping and decay; regulates general translational repression; translational activator of select mRNAs during filamentous growth, mating and autophagy; cooperates with Ngr1p to promote specific mRNA decay; ATP- and RNA-bound form promotes processing body assembly, while ATPase stimulation by Not1p promotes disassembly; forms cytoplasmic foci on replication stress""",4.74595e-70,587.0,218,13
161,1154,gnl|BL_ORD_ID|1154,"YDR243C PRP28 SGDID:S000002651, Chr IV from 950284-948518, Genome Release 64-3-1, reverse complement, Verified ORF, ""Pre-mRNA splicing factor; RNA binding protein involved in RNA isomerization at the 5' splice site and for exchange of U6 for U1 snRNA at the 5' splice site; similar to the RNA helicases of the DEAD-box family""",1.4108e-68,587.0,252,42
465,1154,gnl|BL_ORD_ID|1154,"YDR243C PRP28 SGDID:S000002651, Chr IV from 950284-948518, Genome Release 64-3-1, reverse complement, Verified ORF, ""Pre-mRNA splicing factor; RNA binding protein involved in RNA isomerization at the 5' splice site and for exchange of U6 for U1 snRNA at the 5' splice site; similar to the RNA helicases of the DEAD-box family""",1.56475e-68,587.0,250,42
492,1154,gnl|BL_ORD_ID|1154,"YDR243C PRP28 SGDID:S000002651, Chr IV from 950284-948518, Genome Release 64-3-1, reverse complement, Verified ORF, ""Pre-mRNA splicing factor; RNA binding protein involved in RNA isomerization at the 5' splice site and for exchange of U6 for U1 snRNA at the 5' splice site; similar to the RNA helicases of the DEAD-box family""",1.40098e-68,587.0,250,42
411,1154,gnl|BL_ORD_ID|1154,"YDR243C PRP28 SGDID:S000002651, Chr IV from 950284-948518, Genome Release 64-3-1, reverse complement, Verified ORF, ""Pre-mRNA splicing factor; RNA binding protein involved in RNA isomerization at the 5' splice site and for exchange of U6 for U1 snRNA at the 5' splice site; similar to the RNA helicases of the DEAD-box family""",1.4108e-68,587.0,252,42
72,1154,gnl|BL_ORD_ID|1154,"YDR243C PRP28 SGDID:S000002651, Chr IV from 950284-948518, Genome Release 64-3-1, reverse complement, Verified ORF, ""Pre-mRNA splicing factor; RNA binding protein involved in RNA isomerization at the 5' splice site and for exchange of U6 for U1 snRNA at the 5' splice site; similar to the RNA helicases of the DEAD-box family""",1.56475e-68,587.0,250,42
795,5356,gnl|BL_ORD_ID|5356,"YOR204W DED1 SGDID:S000005730, Chr XV from 722911-724725, Genome Release 64-3-1, Verified ORF, ""ATP-dependent DEAD-box RNA helicase with strand-annealing activity; promotes eIF4F-dependent 48S translation preinitiation complex (PIC) assembly, stimulating recruitment of mRNAs with long, structured 5'-UTRs; cooperates with Dbp1p in PIC attachment and scanning; ATPase activity stimulated by mRNA cap-associated factor binding; directly binds eIF4G; role in spliceosomal complex disassembly; mutation in human homolog DBY associated with male infertility; human homolog DDX3X complements the null""",1.84973e-70,587.0,222,29
763,5356,gnl|BL_ORD_ID|5356,"YOR204W DED1 SGDID:S000005730, Chr XV from 722911-724725, Genome Release 64-3-1, Verified ORF, ""ATP-dependent DEAD-box RNA helicase with strand-annealing activity; promotes eIF4F-dependent 48S translation preinitiation complex (PIC) assembly, stimulating recruitment of mRNAs with long, structured 5'-UTRs; cooperates with Dbp1p in PIC attachment and scanning; ATPase activity stimulated by mRNA cap-associated factor binding; directly binds eIF4G; role in spliceosomal complex disassembly; mutation in human homolog DBY associated with male infertility; human homolog DDX3X complements the null""",1.84973e-70,587.0,222,29
1204,5356,gnl|BL_ORD_ID|5356,"YOR204W DED1 SGDID:S000005730, Chr XV from 722911-724725, Genome Release 64-3-1, Verified ORF, ""ATP-dependent DEAD-box RNA helicase with strand-annealing activity; promotes eIF4F-dependent 48S translation preinitiation complex (PIC) assembly, stimulating recruitment of mRNAs with long, structured 5'-UTRs; cooperates with Dbp1p in PIC attachment and scanning; ATPase activity stimulated by mRNA cap-associated factor binding; directly binds eIF4G; role in spliceosomal complex disassembly; mutation in human homolog DBY associated with male infertility; human homolog DDX3X complements the null""",1.84973e-70,587.0,222,29
438,1154,gnl|BL_ORD_ID|1154,"YDR243C PRP28 SGDID:S000002651, Chr IV from 950284-948518, Genome Release 64-3-1, reverse complement, Verified ORF, ""Pre-mRNA splicing factor; RNA binding protein involved in RNA isomerization at the 5' splice site and for exchange of U6 for U1 snRNA at the 5' splice site; similar to the RNA helicases of the DEAD-box family""",1.4108e-68,587.0,252,42
941,2042,gnl|BL_ORD_ID|2042,"YGL078C DBP3 SGDID:S000003046, Chr VII from 361859-360288, Genome Release 64-3-1, reverse complement, Verified ORF, ""RNA-Dependent ATPase, member of DExD/H-box family; involved in cleavage of site A3 within the ITS1 spacer during rRNA processing; not essential for growth, but deletion causes severe slow-growth phenotype""",1.89685e-67,587.0,208,15
576,2532,gnl|BL_ORD_ID|2532,"YHR065C RRP3 SGDID:S000001107, Chr VIII from 229037-227532, Genome Release 64-3-1, reverse complement, Verified ORF, ""Protein involved in rRNA processing; required for maturation of the 35S primary transcript of pre-rRNA and for cleavage leading to mature 18S rRNA; homologous to eIF-4a, which is a DEAD box RNA-dependent ATPase with helicase activity""",8.19794e-66,585.0,220,18
383,4805,gnl|BL_ORD_ID|4805,"YNL112W DBP2 SGDID:S000005056, Chr XIV from 413639-414911,415914-416281, Genome Release 64-3-1, Verified ORF, ""ATP-dependent RNA helicase of the DEAD-box protein family; has strong preference for dsRNA; remodels RNA-protein complex (RNP) to facilitate efficient transcription termination ; required for assembly of Yra1p, Nab2p and Mex67p onto mRNA and formation of nuclear mRNP; involved in mRNA decay and rRNA processing; may be involved in suppression of transcription from cryptic initiation sites""",1.02029e-70,585.0,206,15
1114,1154,gnl|BL_ORD_ID|1154,"YDR243C PRP28 SGDID:S000002651, Chr IV from 950284-948518, Genome Release 64-3-1, reverse complement, Verified ORF, ""Pre-mRNA splicing factor; RNA binding protein involved in RNA isomerization at the 5' splice site and for exchange of U6 for U1 snRNA at the 5' splice site; similar to the RNA helicases of the DEAD-box family""",1.96564e-66,585.0,216,33
218,2532,gnl|BL_ORD_ID|2532,"YHR065C RRP3 SGDID:S000001107, Chr VIII from 229037-227532, Genome Release 64-3-1, reverse complement, Verified ORF, ""Protein involved in rRNA processing; required for maturation of the 35S primary transcript of pre-rRNA and for cleavage leading to mature 18S rRNA; homologous to eIF-4a, which is a DEAD box RNA-dependent ATPase with helicase activity""",5.89001e-67,583.0,210,19
245,3655,gnl|BL_ORD_ID|3655,"YLL008W DRS1 SGDID:S000003931, Chr XII from 131729-133987, Genome Release 64-3-1, Verified ORF, ""Nucleolar DEAD-box protein required for ribosome assembly and function; including synthesis of 60S ribosomal subunits; constituent of 66S pre-ribosomal particles""",9.72108e-65,576.0,215,17
275,3655,gnl|BL_ORD_ID|3655,"YLL008W DRS1 SGDID:S000003931, Chr XII from 131729-133987, Genome Release 64-3-1, Verified ORF, ""Nucleolar DEAD-box protein required for ribosome assembly and function; including synthesis of 60S ribosomal subunits; constituent of 66S pre-ribosomal particles""",9.72108e-65,576.0,215,17
611,2042,gnl|BL_ORD_ID|2042,"YGL078C DBP3 SGDID:S000003046, Chr VII from 361859-360288, Genome Release 64-3-1, reverse complement, Verified ORF, ""RNA-Dependent ATPase, member of DExD/H-box family; involved in cleavage of site A3 within the ITS1 spacer during rRNA processing; not essential for growth, but deletion causes severe slow-growth phenotype""",3.18721e-68,575.0,215,16
943,883,gnl|BL_ORD_ID|883,"YDL031W DBP10 SGDID:S000002189, Chr IV from 394217-397204, Genome Release 64-3-1, Verified ORF, ""Putative ATP-dependent RNA helicase of the DEAD-box protein family; constituent of 66S pre-ribosomal particles; essential protein involved in ribosome biogenesis""",9.52325e-63,574.0,213,55
1003,2532,gnl|BL_ORD_ID|2532,"YHR065C RRP3 SGDID:S000001107, Chr VIII from 229037-227532, Genome Release 64-3-1, reverse complement, Verified ORF, ""Protein involved in rRNA processing; required for maturation of the 35S primary transcript of pre-rRNA and for cleavage leading to mature 18S rRNA; homologous to eIF-4a, which is a DEAD box RNA-dependent ATPase with helicase activity""",1.89589e-66,574.0,225,20
520,2532,gnl|BL_ORD_ID|2532,"YHR065C RRP3 SGDID:S000001107, Chr VIII from 229037-227532, Genome Release 64-3-1, reverse complement, Verified ORF, ""Protein involved in rRNA processing; required for maturation of the 35S primary transcript of pre-rRNA and for cleavage leading to mature 18S rRNA; homologous to eIF-4a, which is a DEAD box RNA-dependent ATPase with helicase activity""",6.75912e-66,571.0,213,35
942,5702,gnl|BL_ORD_ID|5702,"YPL119C DBP1 SGDID:S000006040, Chr XVI from 326264-324411, Genome Release 64-3-1, reverse complement, Verified ORF, ""ATP-dependent RNA helicase of the DEAD-box protein family; accelerates eIF4F-dependent assembly of 48S translation preinitiation complex (PIC), stimulating recruitment of mRNAs with long, structured 5'-UTRs; cooperates with DEAD-box RNA helicase and paralog Ded1p, stimulating PIC attachment and highly processive scanning by the 40S ribosomal subunit; protein abundance increases in response to DNA replication stress""",2.04833e-64,571.0,247,43
412,2532,gnl|BL_ORD_ID|2532,"YHR065C RRP3 SGDID:S000001107, Chr VIII from 229037-227532, Genome Release 64-3-1, reverse complement, Verified ORF, ""Protein involved in rRNA processing; required for maturation of the 35S primary transcript of pre-rRNA and for cleavage leading to mature 18S rRNA; homologous to eIF-4a, which is a DEAD box RNA-dependent ATPase with helicase activity""",6.70294e-67,570.0,213,35
162,2532,gnl|BL_ORD_ID|2532,"YHR065C RRP3 SGDID:S000001107, Chr VIII from 229037-227532, Genome Release 64-3-1, reverse complement, Verified ORF, ""Protein involved in rRNA processing; required for maturation of the 35S primary transcript of pre-rRNA and for cleavage leading to mature 18S rRNA; homologous to eIF-4a, which is a DEAD box RNA-dependent ATPase with helicase activity""",6.70294e-67,570.0,213,35
73,2532,gnl|BL_ORD_ID|2532,"YHR065C RRP3 SGDID:S000001107, Chr VIII from 229037-227532, Genome Release 64-3-1, reverse complement, Verified ORF, ""Protein involved in rRNA processing; required for maturation of the 35S primary transcript of pre-rRNA and for cleavage leading to mature 18S rRNA; homologous to eIF-4a, which is a DEAD box RNA-dependent ATPase with helicase activity""",7.06129e-67,570.0,213,35
439,2532,gnl|BL_ORD_ID|2532,"YHR065C RRP3 SGDID:S000001107, Chr VIII from 229037-227532, Genome Release 64-3-1, reverse complement, Verified ORF, ""Protein involved in rRNA processing; required for maturation of the 35S primary transcript of pre-rRNA and for cleavage leading to mature 18S rRNA; homologous to eIF-4a, which is a DEAD box RNA-dependent ATPase with helicase activity""",6.70294e-67,570.0,213,35
466,2532,gnl|BL_ORD_ID|2532,"YHR065C RRP3 SGDID:S000001107, Chr VIII from 229037-227532, Genome Release 64-3-1, reverse complement, Verified ORF, ""Protein involved in rRNA processing; required for maturation of the 35S primary transcript of pre-rRNA and for cleavage leading to mature 18S rRNA; homologous to eIF-4a, which is a DEAD box RNA-dependent ATPase with helicase activity""",7.06129e-67,570.0,213,35
493,2532,gnl|BL_ORD_ID|2532,"YHR065C RRP3 SGDID:S000001107, Chr VIII from 229037-227532, Genome Release 64-3-1, reverse complement, Verified ORF, ""Protein involved in rRNA processing; required for maturation of the 35S primary transcript of pre-rRNA and for cleavage leading to mature 18S rRNA; homologous to eIF-4a, which is a DEAD box RNA-dependent ATPase with helicase activity""",7.32742e-67,569.0,213,35
128,2532,gnl|BL_ORD_ID|2532,"YHR065C RRP3 SGDID:S000001107, Chr VIII from 229037-227532, Genome Release 64-3-1, reverse complement, Verified ORF, ""Protein involved in rRNA processing; required for maturation of the 35S primary transcript of pre-rRNA and for cleavage leading to mature 18S rRNA; homologous to eIF-4a, which is a DEAD box RNA-dependent ATPase with helicase activity""",7.32742e-67,569.0,213,35
796,2532,gnl|BL_ORD_ID|2532,"YHR065C RRP3 SGDID:S000001107, Chr VIII from 229037-227532, Genome Release 64-3-1, reverse complement, Verified ORF, ""Protein involved in rRNA processing; required for maturation of the 35S primary transcript of pre-rRNA and for cleavage leading to mature 18S rRNA; homologous to eIF-4a, which is a DEAD box RNA-dependent ATPase with helicase activity""",8.07661e-69,569.0,203,3
188,2532,gnl|BL_ORD_ID|2532,"YHR065C RRP3 SGDID:S000001107, Chr VIII from 229037-227532, Genome Release 64-3-1, reverse complement, Verified ORF, ""Protein involved in rRNA processing; required for maturation of the 35S primary transcript of pre-rRNA and for cleavage leading to mature 18S rRNA; homologous to eIF-4a, which is a DEAD box RNA-dependent ATPase with helicase activity""",7.50324e-65,569.0,198,8
1205,2532,gnl|BL_ORD_ID|2532,"YHR065C RRP3 SGDID:S000001107, Chr VIII from 229037-227532, Genome Release 64-3-1, reverse complement, Verified ORF, ""Protein involved in rRNA processing; required for maturation of the 35S primary transcript of pre-rRNA and for cleavage leading to mature 18S rRNA; homologous to eIF-4a, which is a DEAD box RNA-dependent ATPase with helicase activity""",8.07661e-69,569.0,203,3
764,2532,gnl|BL_ORD_ID|2532,"YHR065C RRP3 SGDID:S000001107, Chr VIII from 229037-227532, Genome Release 64-3-1, reverse complement, Verified ORF, ""Protein involved in rRNA processing; required for maturation of the 35S primary transcript of pre-rRNA and for cleavage leading to mature 18S rRNA; homologous to eIF-4a, which is a DEAD box RNA-dependent ATPase with helicase activity""",8.07661e-69,569.0,203,3
828,2532,gnl|BL_ORD_ID|2532,"YHR065C RRP3 SGDID:S000001107, Chr VIII from 229037-227532, Genome Release 64-3-1, reverse complement, Verified ORF, ""Protein involved in rRNA processing; required for maturation of the 35S primary transcript of pre-rRNA and for cleavage leading to mature 18S rRNA; homologous to eIF-4a, which is a DEAD box RNA-dependent ATPase with helicase activity""",8.07661e-69,569.0,203,3
829,4805,gnl|BL_ORD_ID|4805,"YNL112W DBP2 SGDID:S000005056, Chr XIV from 413639-414911,415914-416281, Genome Release 64-3-1, Verified ORF, ""ATP-dependent RNA helicase of the DEAD-box protein family; has strong preference for dsRNA; remodels RNA-protein complex (RNP) to facilitate efficient transcription termination ; required for assembly of Yra1p, Nab2p and Mex67p onto mRNA and formation of nuclear mRNP; involved in mRNA decay and rRNA processing; may be involved in suppression of transcription from cryptic initiation sites""",3.25664e-68,568.0,198,8
797,4805,gnl|BL_ORD_ID|4805,"YNL112W DBP2 SGDID:S000005056, Chr XIV from 413639-414911,415914-416281, Genome Release 64-3-1, Verified ORF, ""ATP-dependent RNA helicase of the DEAD-box protein family; has strong preference for dsRNA; remodels RNA-protein complex (RNP) to facilitate efficient transcription termination ; required for assembly of Yra1p, Nab2p and Mex67p onto mRNA and formation of nuclear mRNP; involved in mRNA decay and rRNA processing; may be involved in suppression of transcription from cryptic initiation sites""",3.25664e-68,568.0,198,8
1206,4805,gnl|BL_ORD_ID|4805,"YNL112W DBP2 SGDID:S000005056, Chr XIV from 413639-414911,415914-416281, Genome Release 64-3-1, Verified ORF, ""ATP-dependent RNA helicase of the DEAD-box protein family; has strong preference for dsRNA; remodels RNA-protein complex (RNP) to facilitate efficient transcription termination ; required for assembly of Yra1p, Nab2p and Mex67p onto mRNA and formation of nuclear mRNP; involved in mRNA decay and rRNA processing; may be involved in suppression of transcription from cryptic initiation sites""",3.25664e-68,568.0,198,8
765,4805,gnl|BL_ORD_ID|4805,"YNL112W DBP2 SGDID:S000005056, Chr XIV from 413639-414911,415914-416281, Genome Release 64-3-1, Verified ORF, ""ATP-dependent RNA helicase of the DEAD-box protein family; has strong preference for dsRNA; remodels RNA-protein complex (RNP) to facilitate efficient transcription termination ; required for assembly of Yra1p, Nab2p and Mex67p onto mRNA and formation of nuclear mRNP; involved in mRNA decay and rRNA processing; may be involved in suppression of transcription from cryptic initiation sites""",3.25664e-68,568.0,198,8
613,3098,gnl|BL_ORD_ID|3098,"YJL033W HCA4 SGDID:S000003570, Chr X from 383837-386149, Genome Release 64-3-1, Verified ORF, ""DEAD box RNA helicase; component of the SSU; interacts with Bfr2p and Enp2p; high-copy number suppression of a U14 snoRNA processing mutant suggests an involvement in 18S rRNA synthesis""",3.64334e-65,568.0,197,15
911,2992,gnl|BL_ORD_ID|2992,"YJL138C TIF2 SGDID:S000003674, Chr X from 154691-153504, Genome Release 64-3-1, reverse complement, Verified ORF, ""Translation initiation factor eIF4A; DEAD-box RNA helicase that couples ATPase activity to mRNA binding and unwinding; ATP hydrolysis accelerates the recruitment of mRNA during 48S preinitiation complex (PIC) assembly; ATPase activity stimulated by either eIF4G1 or by the PIC in an eIF3g and eIFGi subunit-dependent manner, independent of eIF4E and eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) with eIF4E and eIF4G; protein abundance increases in response to DNA replication stress""",2.46846e-69,567.0,215,8
856,3551,gnl|BL_ORD_ID|3551,"YKR059W TIF1 SGDID:S000001767, Chr XI from 554987-556174, Genome Release 64-3-1, Verified ORF, ""Translation initiation factor eIF4A; DEAD-box RNA helicase that couples ATPase activity to mRNA binding and unwinding; ATP hydrolysis accelerates the recruitment of mRNA during 48S preinitiation complex (PIC) assembly; ATPase activity stimulated by either eIF4G1 or by the PIC in an eIF3g and eIFGi subunit-dependent manner, independent of eIF4E and eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) with eIF4E and eIF4G; protein abundance increases in response to DNA replication stress""",2.46846e-69,567.0,215,8
857,2992,gnl|BL_ORD_ID|2992,"YJL138C TIF2 SGDID:S000003674, Chr X from 154691-153504, Genome Release 64-3-1, reverse complement, Verified ORF, ""Translation initiation factor eIF4A; DEAD-box RNA helicase that couples ATPase activity to mRNA binding and unwinding; ATP hydrolysis accelerates the recruitment of mRNA during 48S preinitiation complex (PIC) assembly; ATPase activity stimulated by either eIF4G1 or by the PIC in an eIF3g and eIFGi subunit-dependent manner, independent of eIF4E and eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) with eIF4E and eIF4G; protein abundance increases in response to DNA replication stress""",2.46846e-69,567.0,215,8
883,3551,gnl|BL_ORD_ID|3551,"YKR059W TIF1 SGDID:S000001767, Chr XI from 554987-556174, Genome Release 64-3-1, Verified ORF, ""Translation initiation factor eIF4A; DEAD-box RNA helicase that couples ATPase activity to mRNA binding and unwinding; ATP hydrolysis accelerates the recruitment of mRNA during 48S preinitiation complex (PIC) assembly; ATPase activity stimulated by either eIF4G1 or by the PIC in an eIF3g and eIFGi subunit-dependent manner, independent of eIF4E and eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) with eIF4E and eIF4G; protein abundance increases in response to DNA replication stress""",2.46846e-69,567.0,215,8
884,2992,gnl|BL_ORD_ID|2992,"YJL138C TIF2 SGDID:S000003674, Chr X from 154691-153504, Genome Release 64-3-1, reverse complement, Verified ORF, ""Translation initiation factor eIF4A; DEAD-box RNA helicase that couples ATPase activity to mRNA binding and unwinding; ATP hydrolysis accelerates the recruitment of mRNA during 48S preinitiation complex (PIC) assembly; ATPase activity stimulated by either eIF4G1 or by the PIC in an eIF3g and eIFGi subunit-dependent manner, independent of eIF4E and eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) with eIF4E and eIF4G; protein abundance increases in response to DNA replication stress""",2.46846e-69,567.0,215,8
910,3551,gnl|BL_ORD_ID|3551,"YKR059W TIF1 SGDID:S000001767, Chr XI from 554987-556174, Genome Release 64-3-1, Verified ORF, ""Translation initiation factor eIF4A; DEAD-box RNA helicase that couples ATPase activity to mRNA binding and unwinding; ATP hydrolysis accelerates the recruitment of mRNA during 48S preinitiation complex (PIC) assembly; ATPase activity stimulated by either eIF4G1 or by the PIC in an eIF3g and eIFGi subunit-dependent manner, independent of eIF4E and eIF4G; subunit of the mRNA cap-binding protein complex (eIF4F) with eIF4E and eIF4G; protein abundance increases in response to DNA replication stress""",2.46846e-69,567.0,215,8
1004,1154,gnl|BL_ORD_ID|1154,"YDR243C PRP28 SGDID:S000002651, Chr IV from 950284-948518, Genome Release 64-3-1, reverse complement, Verified ORF, ""Pre-mRNA splicing factor; RNA binding protein involved in RNA isomerization at the 5' splice site and for exchange of U6 for U1 snRNA at the 5' splice site; similar to the RNA helicases of the DEAD-box family""",1.48708e-64,567.0,222,27
766,5702,gnl|BL_ORD_ID|5702,"YPL119C DBP1 SGDID:S000006040, Chr XVI from 326264-324411, Genome Release 64-3-1, reverse complement, Verified ORF, ""ATP-dependent RNA helicase of the DEAD-box protein family; accelerates eIF4F-dependent assembly of 48S translation preinitiation complex (PIC), stimulating recruitment of mRNAs with long, structured 5'-UTRs; cooperates with DEAD-box RNA helicase and paralog Ded1p, stimulating PIC attachment and highly processive scanning by the 40S ribosomal subunit; protein abundance increases in response to DNA replication stress""",3.29703e-67,566.0,220,29
1207,5702,gnl|BL_ORD_ID|5702,"YPL119C DBP1 SGDID:S000006040, Chr XVI from 326264-324411, Genome Release 64-3-1, reverse complement, Verified ORF, ""ATP-dependent RNA helicase of the DEAD-box protein family; accelerates eIF4F-dependent assembly of 48S translation preinitiation complex (PIC), stimulating recruitment of mRNAs with long, structured 5'-UTRs; cooperates with DEAD-box RNA helicase and paralog Ded1p, stimulating PIC attachment and highly processive scanning by the 40S ribosomal subunit; protein abundance increases in response to DNA replication stress""",3.29703e-67,566.0,220,29
798,5702,gnl|BL_ORD_ID|5702,"YPL119C DBP1 SGDID:S000006040, Chr XVI from 326264-324411, Genome Release 64-3-1, reverse complement, Verified ORF, ""ATP-dependent RNA helicase of the DEAD-box protein family; accelerates eIF4F-dependent assembly of 48S translation preinitiation complex (PIC), stimulating recruitment of mRNAs with long, structured 5'-UTRs; cooperates with DEAD-box RNA helicase and paralog Ded1p, stimulating PIC attachment and highly processive scanning by the 40S ribosomal subunit; protein abundance increases in response to DNA replication stress""",3.29703e-67,566.0,220,29
830,5702,gnl|BL_ORD_ID|5702,"YPL119C DBP1 SGDID:S000006040, Chr XVI from 326264-324411, Genome Release 64-3-1, reverse complement, Verified ORF, ""ATP-dependent RNA helicase of the DEAD-box protein family; accelerates eIF4F-dependent assembly of 48S translation preinitiation complex (PIC), stimulating recruitment of mRNAs with long, structured 5'-UTRs; cooperates with DEAD-box RNA helicase and paralog Ded1p, stimulating PIC attachment and highly processive scanning by the 40S ribosomal subunit; protein abundance increases in response to DNA replication stress""",3.29703e-67,566.0,220,29
669,3655,gnl|BL_ORD_ID|3655,"YLL008W DRS1 SGDID:S000003931, Chr XII from 131729-133987, Genome Release 64-3-1, Verified ORF, ""Nucleolar DEAD-box protein required for ribosome assembly and function; including synthesis of 60S ribosomal subunits; constituent of 66S pre-ribosomal particles""",1.64688e-63,566.0,207,15
